Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18
Journal of Nursing and Healthcare of Chronic Illness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-9824,JCI,1752-9816,1752-9824,0,0,0,0,0,0,0,0,0,0
Journal of Nursing Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2834,JONM,0966-0429,1365-2834,258,138,120,18,81,24,32,33,55,15
Journal of Nursing Scholarship,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1547-5069,JNU,1527-6546,1547-5069,115,60,55,35,14,16,12,23,11,4
"Journal of Obstetric, Gynecologic, & Neonatal Nursing",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1552-6909,JOGN,0884-2175,1552-6909,112,67,45,10,19,26,11,13,17,16
Journal of Obstetrics and Gynaecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0756c,JOG,1340-9654,1447-0756,0,0,0,0,0,0,0,0,0,0
Journal of Obstetrics and Gynaecology Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0756,JOG,1341-8076,1447-0756,134,63,71,19,19,22,16,16,16,26
Journal of Occupational and Organizational Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8325,JOOP,0963-1798,2044-8325,57,22,35,11,3,10,9,9,8,7
Journal of Occupational Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8325a,JOOP,0305-8107,2044-8325,0,0,0,0,0,0,0,0,0,0
Journal of Offender Counseling,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2164-4934,JAOC,0275-8598,2164-4934,0,0,0,0,0,0,0,0,0,0
Journal of Oil and Fat Industries,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1558-9331d,AOCS,0095-9774,2168-8079,0,0,0,0,0,0,0,0,0,0
Journal of Oral Pathology & Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0714,JOP,0904-2512,1600-0714,91,32,59,6,11,16,17,17,9,15
Journal of Oral Rehabilitation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2842,JOOR,0305-182X,1365-2842,29,9,20,1,3,5,9,3,5,3
Journal of Organizational Behavior,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1379,JOB,0894-3796,1099-1379,251,104,147,20,20,49,54,66,28,14
Journal of Organizational Excellence,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-6653,NPR,1531-1864,1531-6653,5,0,5,0,0,0,0,4,1,0
Journal of Orthopaedic Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-527X,JOR,0736-0266,1554-527X,1362,476,886,233,221,196,179,250,154,129
Journal of Paediatrics and Child Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1754,JPC,1034-4810,1440-1754,205,93,112,37,21,27,31,29,36,24
Journal of Parenteral and Enteral Nutrition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1941-2444,JPEN,0148-6071,1941-2444,167,72,95,17,3,13,23,35,39,37
Journal of Peptide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1387,PSC,1075-2617,1099-1387,75,38,37,13,9,17,14,3,7,12
Journal of Periodontal Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0765,JRE,0022-3484,1600-0765,19,7,12,2,5,0,5,3,0,4
Journal of Periodontology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-3670,JPER,0022-3492,1943-3670,15,2,13,0,0,3,2,5,3,2
Journal of Periodontology,John Wiley and Sons,Wiley Online Library,10.1902/(ISSN)1943-3670,JPER,0022-3492,1943-3670,78,12,66,54,23,1,0,0,0,0
Journal of Periodontology-Periodontics,John Wiley and Sons,Wiley Online Library,10.1902/(ISSN)1943-3670b,JPER,0095-960X,1943-3670,0,0,0,0,0,0,0,0,0,0
Journal of Personality,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-6494,JOPY,0022-3506,1467-6494,201,84,117,20,26,33,39,41,23,19
Journal of Petroleum Geology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-5457,JPG,0141-6421,1747-5457,0,0,0,0,0,0,0,0,0,0
Journal of Pharmaceutical Health Services Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-8893,JPHS,1759-8885,1759-8893,8,4,4,1,2,0,4,1,0,0
Journal of Pharmaceutical Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6017,JPS,0022-3549,1520-6017,291,69,222,39,29,29,66,41,58,29
Journal of Pharmacy and Pharmacology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2042-7158,JPHP,0022-3573,2042-7158,131,38,93,16,13,28,16,24,15,19
Journal of Pharmacy Practice and Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2055-2335,JPPR,1445-937X,2055-2335,11,3,8,0,1,1,1,1,2,5
Journal of Philosophy of Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9752,JOPE,0309-8249,1467-9752,31,6,25,3,4,4,8,3,1,8
Journal of Phycology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1529-8817,JPY,0022-3646,1529-8817,79,31,48,15,9,12,23,10,6,4
Journal of Physical Organic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1395,POC,0894-3230,1099-1395,119,18,101,5,9,18,37,18,19,13
Journal of Phytopathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0434,JPH,0931-1785,1439-0434,146,78,68,24,15,33,23,25,13,13
Journal of Pineal Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-079X,JPRL,0742-3098,1600-079X,48,17,31,5,5,6,7,9,6,10
Journal of Plant Nutrition and Soil Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2624,2045,1436-8730,1522-2624,124,43,81,2,40,13,28,22,15,4
Journal of Policy Analysis and Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6688,PAM,0276-8739,1520-6688,389,158,231,18,47,57,95,51,78,43
Journal of Policy and Practice in Intellectual Disabilities,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-1130,JPPI,1741-1122,1741-1130,19,9,10,1,0,2,5,5,6,0
Journal of Political Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9760,JOPP,0963-8016,1467-9760,61,28,33,2,8,10,11,15,3,12
Journal of Politics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2508,JOPO,0022-3816,1468-2508,31,14,17,2,4,10,6,5,0,4
Journal of Polymer Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-6238,POL,0022-3832,1542-6238,174,8,166,7,31,18,41,38,14,25
Journal of Polymer Science Part A-1: Polymer Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9350,POL,0449-296X,1542-9350,45,2,43,1,6,9,6,6,9,8
Journal of Polymer Science Part A-2: Polymer Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9377,POL,0449-2978,1542-9377,19,0,19,0,2,4,6,5,0,2
Journal of Polymer Science Part A: General Papers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-6246,POL,0449-2951,1542-6246,40,0,40,3,6,3,8,15,4,1
Journal of Polymer Science Part A: Polymer Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0518,POL,0887-624X,1099-0518,1307,401,906,184,188,195,203,223,154,160
Journal of Polymer Science Part A: Polymer Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0518a, ,0887-624X,1099-0518,0,0,0,0,0,0,0,0,0,0
Journal of Polymer Science Part B: Polymer Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-6254,POL,0449-2986,1542-6254,31,3,28,4,4,4,2,16,0,1
Journal of Polymer Science Part B: Polymer Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0488,POLB,0887-6266,1099-0488,445,136,309,48,54,67,65,95,54,62
Journal of Polymer Science Part C: Polymer Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1543-0472,POL,0887-6258,1543-0472,12,0,12,0,2,1,5,2,0,2
Journal of Polymer Science Part C: Polymer Symposia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-3065,POL,0449-2994,1935-3065,33,2,31,2,2,0,6,12,3,8
Journal of Polymer Science: Macromolecular Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1543-0480,POL,0076-2083,1543-0480,3,0,3,1,0,0,0,0,0,2
Journal of Polymer Science: Polymer Chemistry Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9369,POL,0360-6376,1542-9369,92,5,87,4,7,17,18,25,15,6
Journal of Polymer Science: Polymer Letters Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1543-0472a,POL,0360-6384,1543-0472,18,1,17,1,4,3,2,4,2,2
Journal of Polymer Science: Polymer Physics Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9385,POL,0098-1273,1542-9385,80,9,71,3,8,8,10,40,8,3
Journal of Polymer Science: Polymer Symposia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-0959,POL,0360-8905,1936-0959,22,0,22,1,2,1,4,7,1,6
Journal of Popular Music Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1533-1598,JPMS,1524-2226,1533-1598,85,40,45,6,11,17,14,22,13,2
Journal of Porphyrins and Phthalocyanines,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1409,JPP,1088-4246,1099-1409,6,0,6,0,3,0,1,1,1,0
Journal of proceedings of the Agricultural Economics Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1477-9552a,JAGE,1360-1261,1477-9552,0,0,0,0,0,0,0,0,0,0
Journal of Product Innovation Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5885,JPIM,0737-6782,1540-5885,75,26,49,8,10,13,20,8,9,7
Journal of Prosthodontics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1532-849X,JOPR,1059-941X,1532-849X,20,7,13,0,0,13,2,2,0,3
Journal of Psychiatric and Mental Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2850,JPM,1351-0126,1365-2850,136,73,63,12,29,20,28,16,12,19
Journal of Psychological Issues in Organizational Culture,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2041-8426,JPOC,2041-8418,2041-8426,6,1,5,1,2,0,0,0,2,1
Journal of Public Affairs,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1479-1854,PA,1472-3891,1479-1854,16,6,10,3,0,5,5,1,1,1
Journal of Public Economic Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9779,JPET,1097-3923,1467-9779,20,2,18,0,1,3,3,5,3,5
Journal of Public Health Dentistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-7325,JPHD,0022-4006,1752-7325,24,13,11,6,4,6,2,1,2,3
Journal of Purchasing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-493Xc,JSCM,0022-4030,1745-493X,0,0,0,0,0,0,0,0,0,0
Journal of Purchasing and Materials Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-493Xb,JSCM,0094-8594,1745-493X,0,0,0,0,0,0,0,0,0,0
Journal of Quality Assurance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1945-1474a,JHQ,1062-0273,1945-1474,0,0,0,0,0,0,0,0,0,0
Journal of Quality in Clinical Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1762,JQC,1320-5455,1440-1762,0,0,0,0,0,0,0,0,0,0
Journal of Quaternary Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1417,JQS,0267-8179,1099-1417,78,41,37,3,11,15,22,17,7,3
Journal of Raman Spectroscopy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4555,JRS,0377-0486,1097-4555,164,51,113,11,41,29,34,19,19,11
Journal of Rapid Methods & Automation in Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4581,JRM,1060-3999,1745-4581,11,5,6,2,1,0,2,1,4,1
Journal of Regional Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9787,JORS,0022-4146,1467-9787,112,57,55,15,20,16,28,16,14,3
Journal of Religious Ethics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9795,JORE,0384-9694,1467-9795,17,4,13,0,4,3,3,4,0,3
Journal of Religious History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9809,JORH,0022-4227,1467-9809,11,4,7,0,3,0,6,1,0,1
Journal of Renal Care,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-6686,JORC,1755-6678,1755-6686,15,6,9,1,2,1,0,3,6,2
Journal of Research in Reading,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9817,JRIR,0141-0423,1467-9817,7,4,3,0,0,2,2,2,0,1
Journal of Research in Science Teaching,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2736,TEA,0022-4308,1098-2736,202,77,125,18,19,55,38,36,20,16
Journal of Research in Special Educational Needs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-3802,JRS3,1471-3802,1471-3802,14,9,5,1,5,1,2,1,4,0
Journal of Research on Adolescence,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1532-7795,JORA,1050-8392,1532-7795,140,88,52,6,19,26,32,30,14,13
Journal of Risk and Insurance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6975,JORI,0022-4367,1539-6975,82,50,32,1,10,16,16,4,19,16
Journal of Robotic Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4563,ROB,0741-2223,1097-4563,5,0,5,1,0,1,1,0,1,1
Journal of Scheduling,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1425,JOS,1094-6136,1099-1425,9,4,5,0,0,7,2,0,0,0
Journal of School Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1746-1561,JOSH,0022-4391,1746-1561,165,87,78,16,26,33,32,18,29,11
Journal of Sensory Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-459X,JOSS,0887-8250,1745-459X,225,110,115,11,33,53,43,44,13,28
Journal of Separation Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-9314,2259,1615-9306,1615-9314,156,47,109,13,18,17,27,34,24,23
Journal of Sleep Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2869,JSR,0962-1105,1365-2869,167,102,65,14,46,35,20,29,12,11
Journal of Small Animal Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5827,JSAP,0022-4510,1748-5827,1765,647,1118,217,369,283,241,259,161,235
Journal of Small Business Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-627X,JSBM,0047-2778,1540-627X,28,5,23,3,0,4,3,15,0,3
Journal of Social Issues,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-4560,JOSI,0022-4537,1540-4560,440,159,281,45,44,88,102,87,30,44
Journal of Social Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9833,JOSP,0047-2786,1467-9833,35,10,25,2,3,7,7,7,5,4
Journal of Sociolinguistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9841,JOSL,1360-6441,1467-9841,30,11,19,1,8,3,17,1,0,0
Journal of Software Maintenance and Evolution: Research and Practice,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-0618,SMR,1532-060X,1532-0618,1,0,1,0,0,0,0,0,1,0
Journal of Software Maintenance: Research and Practice,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-908X,SMR,1040-550X,1096-908X,0,0,0,0,0,0,0,0,0,0
Journal of Software: Evolution and Process,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-7481,SMR,2047-7473,2047-7481,5,2,3,0,0,0,3,0,1,1
Journal of Soil Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2389a,EJSS,0022-4588,1365-2389,47,5,42,5,4,10,5,13,9,1
Journal of Structural Control,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1538-523X,STC,1122-8385,1538-523X,0,0,0,0,0,0,0,0,0,0
Journal of Supply Chain Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-493X,JSCM,1523-2409,1745-493X,33,21,12,0,1,11,8,6,6,1
Journal of Supramolecular Structure,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-9366,JSS,0091-7419,1547-9366,6,0,6,0,1,1,2,2,0,0
Journal of Supramolecular Structure and Cellular Biochemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-1748,JCB,0275-3723,1547-1748,1,0,1,0,0,0,0,1,0,0
Journal of Supreme Court History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5818,JSCH,1059-4329,1540-5818,11,6,5,1,3,0,5,0,2,0
Journal of Surfactants and Detergents,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1558-9293,JSDE,1097-3958,1558-9293,9,3,6,0,0,4,1,0,4,0
Journal of Surgical Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9098,JSO,0022-4790,1096-9098,275,93,182,34,28,40,65,41,34,33
Journal of Synchrotron Radiation,John Wiley and Sons,Wiley Online Library,10.1107/S16005775,JSY,1600-5775,1600-5775,26,0,26,3,2,3,6,5,3,4
Journal of Synchrotron Radiation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-5775,JSY,1600-5775,1600-5775,0,0,0,0,0,0,0,0,0,0
Journal of Synthetic Lubrication,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-6841,JSL,0265-6582,1557-6841,0,0,0,0,0,0,0,0,0,0
Journal of Systematics and Evolution,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-6831,JSE,1674-4918,1759-6831,77,38,39,9,13,17,12,10,9,7
Journal of Texture Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4603,JTXS,0022-4901,1745-4603,96,27,69,9,12,5,29,12,15,14
Journal of the American Academy of Nurse Practitioners,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-7599,JAAN,1041-2972,1745-7599,76,44,32,11,10,18,7,5,15,10
Journal of the American Association of Nurse Practitioners,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2327-6924,JAAN,2327-6886,2327-6924,45,20,25,6,11,4,5,3,11,5
Journal of the American Ceramic Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1551-2916,JACE,0002-7820,1551-2916,573,165,408,56,69,64,110,110,101,63
Journal of the American Geriatrics Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1532-5415,JGS,0002-8614,1532-5415,1149,618,531,194,237,214,143,118,103,140
Journal of the American Heart Association,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-9980,JAH3,2047-9980,2047-9980,0,0,0,0,0,0,0,0,0,0
Journal of the American Heart Association,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-9980, ,2047-9980,2047-9980,0,0,0,0,0,0,0,0,0,0
Journal of the American Oil Chemists' Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1558-9331,AOCS,0003-021X,1558-9331,13,2,11,0,1,2,4,2,0,4
Journal of the American Pharmaceutical Association,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1930-2169,JPS,0898-140X,1930-2169,7,1,6,1,1,1,3,0,1,0
Journal of the American Pharmaceutical Association,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1930-2304,JPS,0095-9553,1930-2304,25,3,22,2,1,4,10,4,3,1
Journal of the American Society for Information Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4571,ASI,0002-8231,1097-4571,11,5,6,0,2,2,2,3,1,1
Journal of the American Society for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-2890,ASI,1532-2882,1532-2890,87,48,39,12,12,13,14,23,3,10
Journal of the American Society for Naval Engineers,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1559-3584a,NEJ,0099-7056,1559-3584,0,0,0,0,0,0,0,0,0,0
Journal of the Association for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-1643,ASI,2330-1635,2330-1643,110,70,40,9,34,21,10,16,14,6
Journal of the British Institute of Mental Handicap (APEX),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-3156a,BLD,0261-9997,1468-3156,0,0,0,0,0,0,0,0,0,0
Journal of the CardioMetabolic Syndrome,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1559-4572,CMS,1559-4564,1559-4572,1,1,0,0,1,0,0,0,0,0
Journal of the Chinese Chemical Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2192-6549,2600,0009-4536,2192-6549,46,5,41,4,3,3,6,10,14,6
Journal of the European Academy of Dermatology and Venereology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-3083,JDV,0926-9959,1468-3083,356,181,175,66,68,61,44,30,46,41
Journal of the European Economic Association,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1542-4774,JEEA,1542-4766,1542-4774,134,46,88,5,18,52,27,15,12,5
Journal of the Experimental Analysis of Behavior,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-3711,JEAB,0022-5002,1938-3711,18,11,7,4,6,3,1,4,0,0
Journal of the Federated Institutes of Brewing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0416a,JIB,2050-2249,2050-0416,0,0,0,0,0,0,0,0,0,0
Journal of The Historical Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5923,JHIS,1529-921X,1540-5923,14,5,9,2,1,1,2,4,3,1
Journal of the History of the Behavioral Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6696,JHBS,0022-5061,1520-6696,83,20,63,10,30,12,3,14,12,2
Journal of the Institute of Brewing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0416,JIB,0046-9750,2050-0416,304,59,245,26,54,55,59,64,25,21
Journal of the Institute of Mental Subnormality (APEX),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-3156b,BLD,0141-2205,1468-3156,0,0,0,0,0,0,0,0,0,0
Journal of the International AIDS Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1758-2562, ,1758-2562,1758-2562,0,0,0,0,0,0,0,0,0,0
Journal of the International AIDS Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1758-2652,JIA2,1758-2652,1758-2652,54,26,28,5,9,10,4,13,8,5
Journal of the International AIDS Society,John Wiley and Sons,Wiley Online Library,10.7448/(ISSN)1758-2652,JIA2,0000-0001,0000-0001,0,0,0,0,0,0,0,0,0,0
Journal of the International Federation of Gynaecology and Obstetrics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1879-3479a, ,0020-6695,1879-3479,0,0,0,0,0,0,0,0,0,0
"Journal of the Linnean Society of London, Botany",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1095-8339a,BOJ,0368-2927,1095-8339,1,0,1,0,0,0,1,0,0,0
