Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2018            ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
"Journal of Obstetric, Gynecologic, & Neonatal Nursing",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1552-6909,JOGN                ,0884-2175    ,1552-6909    ,0,0,0,0,20,10,17,25,2,8,3,8,6,6,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Journal of Obstetrics and Gynaecology Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0756,JOG                 ,1341-8076    ,1447-0756    ,23,8,16,8,25,17,4,2,7,4,1,4,1,2,2,2,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Journal of Occupational and Organizational Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8325,JOOP                ,0963-1798    ,2044-8325    ,0,1,4,3,3,4,0,2,1,10,4,6,4,1,6,2,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
Journal of Oral Pathology & Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0714,JOP                 ,0904-2512    ,1600-0714    ,14,5,4,9,11,4,10,3,6,2,2,6,6,0,0,3,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0
Journal of Oral Rehabilitation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2842,JOOR                ,0305-182X    ,1365-2842    ,0,1,2,6,6,1,0,4,0,0,0,0,3,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
Journal of Organizational Behavior,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1379,JOB                 ,0894-3796    ,1099-1379    ,20,22,29,11,3,13,19,13,43,3,9,8,2,0,6,4,2,20,10,2,2,3,1,3,0,0,0,3,0,0,0
Journal of Organizational Excellence,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-6653,NPR                 ,1531-1864    ,1531-6653    ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Orthopaedic Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-527X,JOR                 ,0736-0266    ,1554-527X    ,264,117,173,62,157,77,60,61,38,49,34,14,37,31,7,7,14,10,13,15,26,2,9,8,8,1,3,37,12,2,14
Journal of Paediatrics and Child Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1754,JPC                 ,1034-4810    ,1440-1754    ,37,22,20,6,14,23,16,8,5,0,1,2,1,1,6,2,9,12,3,6,0,4,0,0,1,0,3,0,0,0,3
Journal of Parenteral and Enteral Nutrition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1941-2444,JPEN                ,0148-6071    ,1941-2444    ,19,10,16,50,5,8,13,3,5,6,1,2,2,3,0,1,0,0,0,0,0,0,1,1,1,6,0,0,2,5,7
Journal of Peptide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1387,PSC                 ,1075-2617    ,1099-1387    ,8,2,15,6,4,7,7,3,4,0,1,10,2,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Journal of Periodontal Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0765,JRE                 ,0022-3484    ,1600-0765    ,0,1,0,3,0,0,0,4,0,1,0,2,1,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Periodontology,John Wiley and Sons,Wiley Online Library,10.1902/(ISSN)1943-3670,JPER                ,0022-3492    ,1943-3670    ,0,0,50,5,0,3,0,0,5,0,10,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Journal of Periodontology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-3670,JPER                ,0022-3492    ,1943-3670    ,2,0,0,1,4,1,0,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Journal of Personality,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-6494,JOPY                ,0022-3506    ,1467-6494    ,11,3,15,5,6,4,4,8,4,9,4,13,2,14,9,9,3,8,0,1,3,1,1,1,9,0,2,6,0,2,44
Journal of Pharmaceutical Health Services Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-8893,JPHS                ,1759-8885    ,1759-8893    ,1,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Pharmaceutical Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6017,JPS                 ,0022-3549    ,1520-6017    ,15,0,0,0,7,9,14,5,10,8,9,7,3,3,5,4,6,16,5,7,5,3,1,1,3,2,1,1,4,1,136
Journal of Pharmacy Practice and Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2055-2335,JPPR                ,1445-937X    ,2055-2335    ,0,3,1,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Pharmacy and Pharmacology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2042-7158,JPHP                ,0022-3573    ,2042-7158    ,13,3,2,5,5,5,10,4,3,0,4,7,2,2,6,3,2,3,0,0,0,0,0,3,0,0,2,1,1,3,41
Journal of Philosophy of Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9752,JOPE                ,0309-8249    ,1467-9752    ,0,0,3,0,0,4,3,1,1,7,0,1,2,0,1,0,0,0,1,3,1,0,0,1,0,0,1,0,0,0,1
Journal of Phycology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1529-8817,JPY                 ,0022-3646    ,1529-8817    ,0,0,1,8,1,1,7,7,8,4,1,6,2,3,8,3,3,2,6,1,1,6,0,0,0,0,0,0,0,0,0
Journal of Physical Organic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1395,POC                 ,0894-3230    ,1099-1395    ,4,7,15,2,4,1,6,0,2,7,3,2,1,2,6,0,7,1,3,0,4,0,5,0,0,2,5,2,25,2,1
Journal of Phytopathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0434,JPH                 ,0931-1785    ,1439-0434    ,11,11,20,8,22,7,6,6,21,4,4,3,5,5,2,1,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0
Journal of Pineal Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-079X,JPI                 ,0742-3098    ,1600-079X    ,5,3,3,8,8,5,3,1,0,0,1,1,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Journal of Plant Nutrition and Soil Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2624,JPLN                ,1436-8730    ,1522-2624    ,11,4,32,3,9,8,2,4,1,1,6,4,5,4,4,7,4,8,5,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Policy Analysis and Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6688,PAM                 ,0276-8739    ,1520-6688    ,7,44,77,32,43,22,20,15,11,18,7,10,17,10,12,5,8,11,8,1,5,4,1,0,0,0,0,0,0,0,0
Journal of Policy and Practice in Intellectual Disabilities,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-1130,JPPI                ,1741-1122    ,1741-1130    ,0,4,0,1,2,2,0,0,1,2,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Political Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9760,JOPP                ,0963-8016    ,1467-9760    ,3,3,11,3,16,0,0,0,0,2,3,1,0,2,0,1,5,4,0,3,2,0,2,0,0,0,0,0,0,0,0
Journal of Politics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2508,JOPO                ,0022-3816    ,1468-2508    ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Polymer Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-6238,POL                 ,0022-3832    ,1542-6238    ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
Journal of Polymer Science Part A-1: Polymer Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9350,POL                 ,0449-296X    ,1542-9350    ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Journal of Polymer Science Part A-2: Polymer Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9377,POL                 ,0449-2978    ,1542-9377    ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Journal of Polymer Science Part A: General Papers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-6246,POL                 ,0449-2951    ,1542-6246    ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Journal of Polymer Science Part A: Polymer Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0518,POLA                ,0887-624X    ,1099-0518    ,120,130,168,54,54,43,54,72,38,67,38,43,40,30,43,28,35,60,13,61,27,11,7,18,4,5,12,3,1,7,21
Journal of Polymer Science Part B: Polymer Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-6254,POL                 ,0449-2986    ,1542-6254    ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Journal of Polymer Science Part B: Polymer Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0488,POLB                ,0887-6266    ,1099-0488    ,31,12,16,34,10,12,28,23,12,10,8,6,17,21,28,20,9,23,8,24,12,4,12,8,6,14,2,1,0,7,27
Journal of Polymer Science Part C: Polymer Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1543-0472,POL                 ,0887-6258    ,1543-0472    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
Journal of Polymer Science Part C: Polymer Symposia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-3065,POLC                ,0449-2994    ,1935-3065    ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Journal of Polymer Science: Macromolecular Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1543-0480,POL                 ,0076-2083    ,1543-0480    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Journal of Polymer Science: Polymer Chemistry Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9369,POL                 ,0360-6376    ,1542-9369    ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Journal of Polymer Science: Polymer Letters Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1543-0472a,POL                 ,0360-6384    ,1543-0472    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Journal of Polymer Science: Polymer Physics Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-9385,POL                 ,0098-1273    ,1542-9385    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Journal of Polymer Science: Polymer Symposia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-0959,POLC                ,0360-8905    ,1936-0959    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Journal of Popular Music Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1533-1598,JPMS                ,1524-2226    ,1533-1598    ,0,0,11,11,8,14,0,7,7,13,7,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Porphyrins and Phthalocyanines,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1409,JPP                 ,1088-4246    ,1099-1409    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0
Journal of Product Innovation Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5885,JPIM                ,0737-6782    ,1540-5885    ,4,1,14,3,4,7,7,8,5,2,0,5,0,7,4,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Journal of Prosthodontics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1532-849X,JOPR                ,1059-941X    ,1532-849X    ,15,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Psychiatric and Mental Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2850,JPM                 ,1351-0126    ,1365-2850    ,5,3,7,6,10,12,16,4,7,10,12,10,2,7,3,1,5,2,7,2,0,5,0,0,0,0,0,0,0,0,0
Journal of Psychological Issues in Organizational Culture,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2041-8426,JPOC                ,2041-8418    ,2041-8426    ,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Public Affairs,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1479-1854,PA                  ,1472-3891    ,1479-1854    ,0,2,0,4,1,2,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Public Economic Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9779,JPET                ,1097-3923    ,1467-9779    ,0,2,2,2,0,2,2,1,0,1,0,0,3,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
Journal of Public Health Dentistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-7325,JPHD                ,0022-4006    ,1752-7325    ,1,1,7,1,0,0,0,0,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Quaternary Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1417,JQS                 ,0267-8179    ,1099-1417    ,16,12,2,2,1,15,0,3,0,11,1,3,0,5,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0
Journal of Raman Spectroscopy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4555,JRS                 ,0377-0486    ,1097-4555    ,8,12,10,15,10,9,12,5,18,4,8,2,4,2,9,2,11,6,3,7,3,0,1,2,0,0,0,0,0,0,0
Journal of Rapid Methods & Automation in Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4581,JRM                 ,1060-3999    ,1745-4581    ,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Journal of Regional Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9787,JORS                ,0022-4146    ,1467-9787    ,7,2,4,1,12,14,6,9,12,6,2,7,2,4,4,11,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0
Journal of Religious Ethics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9795,JORE                ,0384-9694    ,1467-9795    ,0,1,1,4,2,4,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Religious History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9809,JORH                ,0022-4227    ,1467-9809    ,0,0,4,0,1,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Renal Care,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-6686,JORC                ,1755-6678    ,1755-6686    ,0,0,6,1,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Research in Reading,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9817,JRIR                ,0141-0423    ,1467-9817    ,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Research in Science Teaching,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2736,TEA                 ,0022-4308    ,1098-2736    ,19,34,13,11,14,5,5,7,12,11,0,1,16,2,5,2,4,0,12,0,2,1,2,0,1,4,1,0,0,5,13
Journal of Research in Special Educational Needs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-3802,JRS3                ,1471-3802    ,1471-3802    ,0,1,1,4,0,0,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Research on Adolescence,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1532-7795,JORA                ,1050-8392    ,1532-7795    ,10,18,32,8,7,4,1,10,9,8,4,1,4,6,6,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Risk and Insurance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6975,JORI                ,0022-4367    ,1539-6975    ,23,2,2,0,3,11,9,14,3,5,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Robotic Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4563,ROB                 ,0741-2223    ,1097-4563    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Journal of Scheduling,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1425,JOS                 ,1094-6136    ,1099-1425    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0
Journal of School Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1746-1561,JOSH                ,0022-4391    ,1746-1561    ,15,10,25,9,9,10,11,5,18,13,4,6,3,3,6,1,0,7,0,1,1,7,1,0,0,0,0,0,0,0,0
Journal of Sensory Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-459X,JOSS                ,0887-8250    ,1745-459X    ,0,3,50,5,8,50,10,13,8,9,5,14,4,7,0,12,2,12,9,0,2,2,0,0,0,0,0,0,0,0,0
Journal of Separation Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-9314,JSSC                ,1615-9306    ,1615-9314    ,17,13,19,9,1,7,12,7,9,7,14,7,12,9,7,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Sleep Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2869,JSR                 ,0962-1105    ,1365-2869    ,69,13,10,13,6,0,1,2,8,2,9,4,3,1,1,2,0,4,3,5,0,2,0,2,3,2,0,2,0,0,0
Journal of Small Animal Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5827,JSAP                ,0022-4510    ,1748-5827    ,264,217,173,89,83,85,60,56,82,39,48,57,50,47,28,21,20,49,25,16,15,12,26,16,4,19,6,21,5,9,120
Journal of Small Business Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-627X,JSBM                ,0047-2778    ,1540-627X    ,2,1,4,0,2,0,0,0,0,0,0,0,1,2,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Social Issues,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-4560,JOSI                ,0022-4537    ,1540-4560    ,0,3,19,19,23,8,14,15,8,3,16,7,11,12,7,9,25,10,24,59,17,5,10,1,6,7,7,3,0,3,89
Journal of Social Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9833,JOSP                ,0047-2786    ,1467-9833    ,0,1,2,0,1,6,0,3,1,3,2,0,1,2,4,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0
Journal of Sociolinguistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9841,JOSL                ,1360-6441    ,1467-9841    ,10,0,4,5,0,2,0,2,2,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Software Maintenance and Evolution: Research and Practice,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-0618,SMR                 ,1532-060X    ,1532-0618    ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Software: Evolution and Process,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-7481,SMR                 ,2047-7473    ,2047-7481    ,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Soil Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2389a,EJSS                ,0022-4588    ,1365-2389    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,35
Journal of Supply Chain Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-493X,JSCM                ,1523-2409    ,1745-493X    ,0,6,1,3,5,1,5,0,5,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Journal of Supramolecular Structure,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-9366,JSS                 ,0091-7419    ,1547-9366    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Journal of Supramolecular Structure and Cellular Biochemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-1748,JSS                 ,0275-3723    ,1547-1748    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Journal of Supreme Court History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5818,JSCH                ,1059-4329    ,1540-5818    ,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Journal of Surfactants and Detergents,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1558-9293,JSDE                ,1097-3958    ,1558-9293    ,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Surgical Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9098,JSO                 ,0022-4790    ,1096-9098    ,19,38,33,36,21,25,15,6,9,3,4,7,11,5,10,1,5,0,1,2,0,1,0,0,0,0,1,1,2,2,17
Journal of Synchrotron Radiation,John Wiley and Sons,Wiley Online Library,10.1107/S16005775,JSY2                ,1600-5775    ,1600-5775    ,0,11,2,0,1,4,2,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Systematics and Evolution,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-6831,JSE                 ,1674-4918    ,1759-6831    ,2,4,24,18,14,2,0,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Texture Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4603,JTXS                ,0022-4901    ,1745-4603    ,5,12,3,0,5,0,7,5,3,0,3,4,1,3,0,11,0,2,2,1,2,2,3,3,0,0,1,0,1,2,15
Journal of The Historical Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5923,JHIS                ,1529-921X    ,1540-5923    ,0,0,0,0,0,0,4,1,1,1,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Academy of Nurse Practitioners,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-7599,JAAN                ,1041-2972    ,1745-7599    ,13,0,0,0,0,0,8,5,5,10,8,13,0,5,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Association of Nurse Practitioners,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2327-6924,JAAN                ,2327-6886    ,2327-6924    ,7,0,9,11,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Ceramic Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1551-2916,JACE                ,0002-7820    ,1551-2916    ,38,24,29,33,3,11,12,4,12,4,8,18,12,13,18,6,12,7,11,7,20,17,11,7,13,14,6,6,11,14,172
Journal of the American Geriatrics Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1532-5415,JGS                 ,0002-8614    ,1532-5415    ,134,103,151,69,109,45,28,23,21,33,29,59,45,21,38,37,27,17,14,27,13,11,24,4,4,15,4,4,9,0,27
Journal of the American Oil Chemists' Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1558-9331,AOCS                ,0003-021X    ,1558-9331    ,3,1,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Journal of the American Pharmaceutical Association,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1930-2169,JPS                 ,0898-140X    ,1930-2169    ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Journal of the American Pharmaceutical Association,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1930-2304,JPS                 ,0095-9553    ,1930-2304    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Journal of the American Society for Information Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4571,ASI                 ,0002-8231    ,1097-4571    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,7
Journal of the American Society for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-2890,ASI                 ,1532-2882    ,1532-2890    ,15,0,0,0,0,0,15,11,5,6,12,6,10,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
