Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01 to 2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Journal of the Society for the Anthropology of Europe,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-5823,JSAE                ,1535-5632    ,1556-5823    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the Society of Chemical Industry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-9971,JCTB                ,0368-4075    ,1934-9971    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Journal of the Society of Dyers and Colourists,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-4408b,COTE                ,0037-9859    ,1478-4408    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Journal of the World Aquaculture Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-7345,JWAS                ,0893-8849    ,1749-7345    ,7,1,3,8,0,3,4,3,1,1,6,19,2,1,1,5,1,0,0,0,2,1,1,0,0,0,0,0,0,0
Journal of Travel Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1708-8305,JTM                 ,1195-1982    ,1708-8305    ,0,0,0,14,8,3,1,2,1,6,5,1,3,0,2,5,0,0,1,1,0,1,1,0,2,0,0,0,0,0
Journal of Ultrasound in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-9613,JUM                 ,0278-4297    ,1550-9613    ,92,99,41,57,35,25,32,24,20,22,8,26,15,12,20,7,5,8,5,2,3,4,6,5,4,0,3,0,0,23
Journal of Urban Affairs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9906,JUAF                ,0735-2166    ,1467-9906    ,11,0,17,37,27,36,19,14,8,8,5,13,14,10,1,12,5,5,3,4,0,1,0,0,0,0,0,0,0,0
Journal of Vector Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1948-7134,JVEC                ,1081-1710    ,1948-7134    ,0,1,5,7,8,6,9,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Vegetation Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1654-1103,JVS                 ,1100-9233    ,1654-1103    ,10,19,15,17,7,9,7,5,6,10,4,0,0,0,2,1,1,1,4,3,0,1,3,2,0,2,3,1,1,0
Journal of Veterinary Emergency and Critical Care,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1476-4431,VEC                 ,1479-3261    ,1476-4431    ,124,1021,897,577,330,329,320,263,111,170,106,71,51,43,61,25,27,20,10,13,5,2,2,3,7,6,2,4,0,0
Journal of Veterinary Internal Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1939-1676,JVIM                ,0891-6640    ,1939-1676    ,171,1739,777,685,580,606,478,456,378,329,358,202,254,166,154,127,126,88,136,48,51,64,36,56,60,32,47,40,19,72
Journal of Veterinary Medicine Series A,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0442,TBED                ,0931-184X    ,1439-0442    ,0,0,0,0,0,0,0,0,0,0,0,18,28,43,15,20,18,3,7,0,1,2,3,1,1,0,0,0,1,2
"Journal of Veterinary Medicine, Series B",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0450,ZPH                 ,0931-1793    ,1439-0450    ,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,123,23,3,5,1,3,1,6,2,1,0,0,2,1,4
Journal of Veterinary Pharmacology and Therapeutics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2885,JVP                 ,0140-7783    ,1365-2885    ,71,129,69,40,39,39,18,36,27,23,37,29,10,13,28,4,24,6,14,8,8,8,5,4,6,4,5,1,3,23
Journal of Vinyl Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-0585a,VNL                 ,0193-7197    ,1548-0585    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Vinyl and Additive Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-0585,VNL                 ,1083-5601    ,1548-0585    ,3,0,2,1,1,1,0,1,0,2,3,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
Journal of Viral Hepatitis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2893,JVH                 ,1352-0504    ,1365-2893    ,83,84,29,15,20,8,14,7,3,3,2,3,6,0,0,0,0,7,0,4,0,1,0,4,0,0,0,0,0,0
Journal of Zoological Systematics and Evolutionary Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0469,JZS                 ,0947-5745    ,1439-0469    ,18,10,8,0,3,6,3,6,0,1,1,2,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0
Journal of Zoology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-7998,JZO                 ,0952-8369    ,1469-7998    ,21,53,37,35,14,18,11,15,15,14,16,26,29,6,5,3,13,5,2,10,6,9,14,8,6,0,4,9,5,131
Juncture,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2050-5876,NEWE                ,2050-5868    ,2050-5876    ,0,6,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justus Liebigs Annalen der Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690d,JLAC                ,0075-4617    ,1099-0690    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Juvenile and Family Court Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-6988,JFCJ                ,0161-7109    ,1755-6988    ,0,7,2,0,1,0,0,1,2,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Knowledge and Process Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1441,KPM                 ,1092-4604    ,1099-1441    ,1,9,0,2,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyklos,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-6435,KYKL                ,0023-5962    ,1467-6435    ,2,11,13,6,4,3,6,4,0,3,1,3,4,1,0,5,0,6,2,4,0,2,1,1,1,1,0,0,0,11
LABOUR,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9914,LABR                ,1121-7081    ,1467-9914    ,2,4,10,1,4,7,2,0,14,0,0,2,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,7
Laboratoriums Medizin,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0477,LABM                ,0342-3026    ,1439-0477    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lakes & Reservoirs: Science, Policy and Management for Sustainable Use",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1770,LRE                 ,1320-5331    ,1440-1770    ,1,2,1,0,2,0,1,1,1,0,1,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
Land Degradation & Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-145X,LDR                 ,1085-3278    ,1099-145X    ,45,47,46,10,11,18,6,3,0,1,2,1,6,1,0,4,1,3,0,1,0,1,0,2,1,0,5,0,0,0
Language Learning,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9922,LANG                ,0023-8333    ,1467-9922    ,11,3,9,4,1,7,3,2,0,2,3,3,2,8,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0
Language and Linguistics Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-818X,LNC3                ,1749-818X    ,1749-818X    ,0,1,91,5,1,10,4,4,13,6,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laryngoscope Investigative Otolaryngology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2378-8038,LIO2                ,2378-8038    ,2378-8038    ,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser & Photonics Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1863-8899,LPOR                ,1863-8880    ,1863-8899    ,5,39,59,37,31,20,10,14,9,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Physics Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-202X,LAPL                ,1612-2011    ,1612-202X    ,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Technik Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1863-9119,LATJ                ,1613-7728    ,1863-9119    ,0,2,4,2,2,1,2,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasers in Surgery and Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9101,LSM                 ,0196-8092    ,1096-9101    ,33,40,39,27,10,10,7,16,3,13,5,3,4,0,2,2,0,2,5,2,0,1,4,2,0,1,7,2,1,11
Latin American Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-7373,LAMP                ,2041-7365    ,2041-7373    ,0,4,6,23,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin American Politics and Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-2456,LAPS                ,1531-426X    ,1548-2456    ,3,46,16,12,7,4,1,1,1,1,4,5,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Law & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9930,LAPO                ,0265-8240    ,1467-9930    ,2,7,2,9,15,7,2,3,4,11,1,0,2,2,1,4,1,0,0,1,0,2,0,0,0,0,0,0,0,0
Law & Social Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-4469,LSI                 ,0897-6546    ,1747-4469    ,36,36,45,72,45,27,39,29,22,10,14,20,12,12,6,19,7,16,12,10,6,1,0,0,0,0,0,0,0,0
Law & Society Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5893,LASR                ,0023-9216    ,1540-5893    ,1,68,43,23,14,19,42,44,37,24,14,16,19,10,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUTS: Lower Urinary Tract Symptoms,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-5672,LUTS                ,1757-5664    ,1757-5672    ,6,2,1,7,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leader to Leader,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-5355,LTL                 ,1087-8149    ,1531-5355    ,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learned Publishing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1741-4857,LEAP                ,0953-1513    ,1741-4857    ,2,42,30,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning Disabilities Research & Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5826,LDRP                ,0938-8982    ,1540-5826    ,1,0,2,0,0,0,0,1,0,0,4,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning Health Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2379-6146,LRH2                ,2379-6146    ,2379-6146    ,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebensmittelchemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3811,LEMI                ,0937-1478    ,1521-3811    ,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-121X,LEST                ,0261-3875    ,1748-121X    ,1,2,11,1,0,0,0,5,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Legal and Criminological Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8333,LCRP                ,1355-3259    ,2044-8333    ,2,10,2,0,2,3,4,1,5,1,0,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Legislative Studies Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-9162,LSQ                 ,0362-9805    ,1939-9162    ,4,15,34,17,10,32,2,4,0,4,1,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lethaia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1502-3931,LET                 ,0024-1164    ,1502-3931    ,16,10,1,0,2,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,2,1,17
Letters in Applied Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1472-765X,LAM                 ,0266-8254    ,1472-765X    ,10,26,36,16,33,25,20,36,49,42,47,46,30,24,18,35,35,25,47,27,32,18,10,7,2,2,1,2,3,5
Leviathan,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1750-1849,LEVI                ,1525-6995    ,1750-1849    ,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Liebigs Annalen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690a,JLAC                ,0947-3440    ,1099-0690    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0
Liebigs Annalen der Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690b,JLAC                ,0170-2041    ,1099-0690    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,19
Limnology and Oceanography,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-5590,LNO                 ,0024-3590    ,1939-5590    ,117,58,56,23,3,18,7,32,13,10,15,8,26,6,11,14,13,9,8,5,6,16,11,6,6,11,6,2,7,125
Limnology and Oceanography Bulletin,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1539-6088,LOB                 ,1539-607X    ,1539-6088    ,1,27,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnology and Oceanography Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2378-2242,LOL2                ,2378-2242    ,2378-2242    ,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnology and Oceanography: Fluids and Environments,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2157-3689,LOF3                ,2157-3689    ,2157-3689    ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnology and Oceanography: Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1541-5856,LOM3                ,1541-5856    ,1541-5856    ,5,26,8,2,4,3,2,1,5,5,6,21,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipid / Fett,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4133,LIPI                ,0931-5985    ,1521-4133    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,4,2,0,2,0,0,0,0
Lipid Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1863-5377,LITE                ,0956-666X    ,1863-5377    ,0,1,10,11,2,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Literacy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-4369,LIT                 ,1741-4350    ,1741-4369    ,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Literature Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-4113,LIC3                ,1741-4113    ,1741-4113    ,0,13,30,36,34,17,37,33,7,9,17,34,20,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0676,LIV                 ,0106-9543    ,1600-0676    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,1,2,0,0,1,2,2,0,1,8
Liver International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-3231,LIV                 ,1478-3223    ,1478-3231    ,55,84,56,38,43,32,9,38,17,14,16,13,8,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver Transplantation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1527-6473,LT                  ,1527-6465    ,1527-6473    ,23,93,48,64,27,38,31,26,22,28,36,77,51,34,41,8,9,13,13,0,0,0,0,0,0,0,0,0,0,0
Liver Transplantation and Surgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1527-6473a,LT                  ,1074-3022    ,1527-6473    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,1,6,0,0,0,0,0,0
Livestock,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-3870,LIS                 ,1464-262X    ,2044-3870    ,0,0,0,0,0,9,5,2,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Business School Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2057-1615,BUSR                ,2057-1607    ,2057-1615    ,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubrication Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-6833,LS                  ,0954-0075    ,1557-6833    ,7,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luminescence,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7243,BIO                 ,1522-7235    ,1522-7243    ,20,10,9,3,7,10,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macromolecular Bioscience,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1616-5195,MABI                ,1616-5187    ,1616-5195    ,93,168,72,24,35,41,30,18,23,19,9,12,30,13,15,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Macromolecular Chemistry and Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3935,MACP                ,1022-1352    ,1521-3935    ,71,44,144,23,32,34,31,39,44,27,26,79,33,20,23,28,17,8,10,16,18,9,21,16,9,0,0,0,0,0
Macromolecular Materials and Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1439-2054,MAME                ,1438-7492    ,1439-2054    ,68,62,21,14,29,23,23,3,12,3,12,2,23,14,8,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0
Macromolecular Rapid Communications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3927,MARC                ,1022-1336    ,1521-3927    ,385,206,193,63,76,98,60,68,50,41,40,48,43,27,38,19,7,11,19,13,6,11,9,2,5,0,0,0,0,0
Macromolecular Reaction Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-8338,MREN                ,1862-832X    ,1862-8338    ,4,4,6,5,6,3,0,2,13,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macromolecular Symposia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3900,MASY                ,1022-1360    ,1521-3900    ,0,15,11,26,3,20,2,14,10,9,7,24,15,8,8,7,6,11,16,6,7,8,11,0,0,0,0,0,0,0
Macromolecular Theory and Simulations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3919,MATS                ,1022-1344    ,1521-3919    ,4,32,10,4,0,3,0,10,5,0,8,0,7,0,1,1,1,2,0,3,1,2,6,0,0,0,0,0,0,0
Magnetic Resonance in Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-458Xa,MRC                 ,0749-1581    ,1097-458X    ,13,18,9,7,2,11,7,5,9,10,1,7,6,6,7,10,6,9,8,0,5,1,2,0,0,0,0,0,0,0
Magnetic Resonance in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2594,MRM                 ,0740-3194    ,1522-2594    ,846,362,161,314,110,94,94,113,86,91,120,80,60,68,93,77,67,55,39,15,42,11,12,24,26,12,18,7,16,16
Mammal Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2907,MAM                 ,0305-1838    ,1365-2907    ,3,24,16,3,1,7,6,1,2,0,3,4,7,3,4,5,10,3,1,0,0,0,2,4,0,0,3,1,0,5
Management Report for Nonunion Organizations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1530-8286,MARE                ,0745-4880    ,1530-8286    ,0,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Management and Organization Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-8784,MORE                ,1740-8776    ,1740-8784    ,1,0,0,0,8,6,6,5,3,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Managerial and Decision Economics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1468,MDE                 ,0143-6570    ,1099-1468    ,37,21,8,3,1,7,2,1,1,2,0,7,5,0,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
Marine Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0485,MAEC                ,0173-9565    ,1439-0485    ,0,21,8,8,8,1,1,2,6,0,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine Mammal Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-7692,MMS                 ,0824-0469    ,1748-7692    ,47,68,27,5,9,16,14,19,6,8,5,14,14,7,4,8,7,2,3,10,4,1,1,2,2,1,0,0,3,7
Mass Spectrometry Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2787,MAS                 ,0277-7037    ,1098-2787    ,23,37,28,36,13,12,10,12,9,8,13,15,34,5,3,1,5,1,0,0,2,2,1,0,0,0,0,0,0,0
Materials and Corrosion,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4176,MACO                ,0947-5117    ,1521-4176    ,6,2,0,0,1,1,0,0,4,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,1,8
Materialwissenschaft und Werkstofftechnik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4052,MAWE                ,0933-5137    ,1521-4052    ,0,14,5,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,3
Maternal & Child Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-8709,MCN                 ,1740-8695    ,1740-8709    ,207,204,187,211,67,34,37,55,23,13,13,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathematical Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9965,MAFI                ,0960-1627    ,1467-9965    ,35,3,6,16,3,7,8,2,10,1,2,3,2,4,4,0,3,2,1,6,0,0,3,0,2,1,4,1,0,0
Mathematical Logic Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3870,MALQ                ,0942-5616    ,1521-3870    ,0,9,14,0,0,0,0,0,10,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,7
Mathematical Methods in the Applied Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1476,MMA                 ,0170-4214    ,1099-1476    ,20,16,6,5,1,1,0,4,2,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Mathematische Nachrichten,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2616,MANA                ,0025-584X    ,1522-2616    ,4,2,3,1,2,0,3,3,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,3,14
Mauerwerk,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1437-1022,DAMA                ,1432-3427    ,1437-1022    ,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanics of Cohesive-frictional Materials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1484,CFM                 ,1082-5010    ,1099-1484    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Mediation Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-7544,CRQ                 ,0739-4098    ,1932-7544    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,8,0,0,0,0,0,0,0
Medical Anthropology Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-6219,MAQ                 ,0543-2499    ,1937-6219    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Medical Anthropology Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1387,MAQ                 ,0745-5194    ,1548-1387    ,55,27,76,99,78,83,67,78,180,22,35,10,13,7,14,23,2,9,14,10,11,5,19,18,13,9,7,9,23,35
Medical Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2923,MEDU                ,0308-0110    ,1365-2923    ,39,100,81,32,30,38,37,14,68,29,23,31,22,39,20,16,20,13,32,10,3,4,2,5,0,5,3,2,3,24
Medical Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2473-4209,MP                  ,0094-2405    ,2473-4209    ,89,91,68,58,52,69,53,50,48,55,50,42,9,14,6,21,8,5,6,10,11,11,9,0,1,0,0,2,6,6
