Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
JCMS: Journal of Common Market Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5965,JCMS                ,0021-9886    ,1468-5965    ,0,55,12,13,5,8,4,0,2,0,3,2,0,5,3,5,5,1,1,0,0,0,0,0,0,0,0,0,0
JDDG: Journal der Deutschen Dermatologischen Gesellschaft,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1610-0387,DDG                 ,1610-0379    ,1610-0387    ,0,64,28,21,6,4,10,17,7,4,3,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan Journal of Nursing Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1742-7924,JJNS                ,1742-7932    ,1742-7924    ,0,1,3,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japanese Journal of Cancer Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1349-7006a,CAS                 ,0910-5050    ,1349-7006    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,7,3,3,4,1,5,0,1,1,1,4
Japanese Journal of Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1348-0421a,MIM                 ,0021-5139    ,1348-0421    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Japanese Psychological Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5884,JPR                 ,0021-5368    ,1468-5884    ,0,2,2,1,0,1,1,1,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0
Journal for Eighteenth-Century Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-0208,JECS                ,1754-0194    ,1754-0208    ,0,5,5,2,5,11,1,7,4,3,2,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal for Healthcare Quality,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1945-1474,JHQ                 ,1062-2551    ,1945-1474    ,11,0,0,14,4,0,5,0,1,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Journal for Specialists in Pediatric Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-6155,JSPN                ,1539-0136    ,1744-6155    ,0,11,6,0,2,1,5,1,10,0,5,1,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0
Journal for the Scientific Study of Religion,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5906,JSSR                ,0021-8294    ,1468-5906    ,0,5,11,6,10,16,4,2,3,14,17,6,3,3,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal for the Theory of Social Behaviour,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5914,JTSB                ,0021-8308    ,1468-5914    ,0,1,1,6,1,9,2,5,2,1,1,0,1,1,4,5,1,3,1,1,1,1,0,0,1,1,0,0,8
Journal fÃ¼r Ornithologie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0361,JFOR                ,0021-8375    ,1439-0361    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal fÃ¼r Praktische Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3897b,PRAC                ,0021-8383    ,1521-3897    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
Journal fÃ¼r Praktische Chemie/Chemiker-Zeitung,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3897a,PRAC                ,0941-1216    ,1521-3897    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,0,2,2,0,0,0
Journal fÃ¼r praktische Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3897,PRAC                ,1436-9966    ,1521-3897    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
Journal of Accounting Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-679X,JOAR                ,0021-8456    ,1475-679X    ,0,203,144,110,64,136,68,49,62,68,51,49,24,30,14,48,17,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Addictions & Offender Counseling,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2161-1874,JAOC                ,1055-3835    ,2161-1874    ,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Adolescent & Adult Literacy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-2706,JAAL                ,1081-3004    ,1936-2706    ,0,8,9,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Advanced Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2648,JAN                 ,0309-2402    ,1365-2648    ,4,70,64,41,48,47,24,10,31,47,34,48,43,31,41,17,49,36,17,25,8,8,7,5,5,3,10,0,8
Journal of Advanced Transportation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2042-3195,ATR                 ,0197-6729    ,2042-3195    ,0,28,22,4,1,2,3,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Advances in Modeling Earth Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1942-2466,JAME                ,1942-2466    ,1942-2466    ,0,34,22,7,6,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agrarian Change,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-0366,JOAC                ,1471-0358    ,1471-0366    ,1,38,53,16,14,16,16,18,16,27,7,1,8,7,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1477-9552,JAGE                ,0021-857X    ,1477-9552    ,0,19,23,3,21,8,3,24,18,8,13,4,0,0,0,2,1,6,2,5,1,0,3,2,3,0,0,1,11
Journal of Agronomy and Crop Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-037X,JAC                 ,0931-2250    ,1439-037X    ,0,8,1,7,15,14,17,3,0,2,1,3,7,4,8,9,6,1,0,4,1,0,0,0,0,0,0,0,0
Journal of American & Comparative Cultures,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-594X,JACC                ,1537-4726    ,1540-594X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of American Culture,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1542-734Xa,JACC                ,0191-1813    ,1542-734X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Journal of Analytical Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5922,JOAP                ,0021-8774    ,1468-5922    ,0,23,6,0,10,5,0,2,0,0,0,4,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Anatomy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-7580,JOA                 ,0021-8782    ,1469-7580    ,0,89,25,21,1,13,2,20,8,16,5,10,2,4,7,13,7,2,5,5,4,0,0,0,0,0,0,0,0
Journal of Andrology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-4640,JAND                ,0196-3635    ,1939-4640    ,0,0,0,0,0,20,8,10,7,20,14,16,14,17,20,6,7,7,1,1,2,1,0,3,2,2,0,1,3
Journal of Animal Breeding and Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0388,JBG                 ,0931-2668    ,1439-0388    ,0,33,21,13,19,13,17,14,9,11,33,5,7,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0
Journal of Animal Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2656,JANE                ,0021-8790    ,1365-2656    ,0,349,124,71,50,42,46,58,57,40,47,28,26,71,54,49,25,22,19,6,0,0,0,0,0,0,0,0,0
Journal of Animal Physiology and Animal Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0396,JPN                 ,0931-2439    ,1439-0396    ,32,58,25,21,18,8,11,18,3,18,6,4,5,3,5,0,1,0,1,2,0,0,0,0,1,0,0,2,0
Journal of Applied Bacteriology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2672a,JAM                 ,0021-8847    ,1365-2672    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,9,24,13,23,19,98
Journal of Applied Behavior Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-3703,JABA                ,0021-8855    ,1938-3703    ,0,15,8,4,3,4,0,0,0,0,0,0,0,1,0,1,1,1,0,2,3,0,1,0,0,0,0,0,0
Journal of Applied Biobehavioral Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-9861,JABR                ,1071-2089    ,1751-9861    ,0,4,0,4,0,2,1,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Applied Biomaterials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1549-9316,JAB                 ,1045-4861    ,1549-9316    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0
Journal of Applied Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-998X,JCTB                ,0021-8871    ,1934-998X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Journal of Applied Chemistry and Biotechnology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-0554,JCTB                ,0375-9210    ,1935-0554    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Journal of Applied Corporate Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-6622,JACF                ,1078-1196    ,1745-6622    ,0,8,3,1,1,6,5,3,0,1,3,2,1,6,16,5,5,2,0,6,2,0,0,3,0,3,0,2,0
Journal of Applied Crystallography,John Wiley and Sons,Wiley Online Library,10.1107/S16005767,JCR2                ,1600-5767    ,1600-5767    ,0,11,4,0,1,1,0,0,3,2,5,4,1,1,3,1,0,2,2,0,4,0,0,0,0,0,0,0,0
Journal of Applied Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2664,JPE                 ,0021-8901    ,1365-2664    ,8,312,194,84,67,106,72,38,57,39,25,32,52,14,17,16,32,26,27,2,0,0,0,0,0,0,0,0,0
Journal of Applied Econometrics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1255,JAE                 ,0883-7252    ,1099-1255    ,3,21,27,15,20,13,40,6,5,6,13,10,5,9,10,11,4,2,1,2,0,1,0,0,0,2,0,0,0
Journal of Applied Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0418,JEN                 ,0931-2048    ,1439-0418    ,1,60,34,6,7,13,12,0,4,16,13,3,6,7,5,2,1,1,2,0,6,1,1,2,2,0,0,1,6
Journal of Applied Ichthyology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0426,JAI                 ,0175-8659    ,1439-0426    ,0,54,6,12,30,7,4,11,1,5,6,2,3,1,1,5,1,0,1,0,0,0,3,0,0,1,0,0,1
Journal of Applied Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2672,JAM                 ,1364-5072    ,1365-2672    ,0,179,57,53,73,103,65,72,66,78,53,79,58,55,76,55,49,61,45,38,18,0,0,0,0,0,0,0,0
Journal of Applied Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5930,JAPP                ,0264-3758    ,1468-5930    ,5,2,2,1,7,18,6,0,0,9,1,5,1,11,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0
Journal of Applied Polymer Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4628,APP                 ,0021-8995    ,1097-4628    ,0,495,243,154,134,158,91,110,93,111,144,157,87,85,103,75,68,21,36,10,16,17,7,14,23,17,21,13,219
Journal of Applied Research in Intellectual Disabilities,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-3148,JAR                 ,1360-2322    ,1468-3148    ,10,4,0,2,1,4,0,1,1,1,3,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Applied Social Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1559-1816,JASP                ,0021-9029    ,1559-1816    ,0,20,26,13,36,102,28,27,28,20,29,27,15,17,15,39,17,25,21,32,16,15,9,7,21,11,13,9,82
Journal of Applied Toxicology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1263,JAT                 ,0260-437X    ,1099-1263    ,0,25,10,17,17,11,3,8,10,3,2,1,1,1,3,0,4,1,1,4,0,2,2,1,1,0,1,2,4
Journal of Architectural Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1531-314X,JOAE                ,1046-4883    ,1531-314X    ,0,0,0,0,0,3,7,1,1,14,0,4,0,2,4,4,5,3,3,0,0,0,0,0,0,0,0,0,0
Journal of Art & Design Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5949,JADE                ,0260-9991    ,1468-5949    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0
Journal of Autonomic Pharmacology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2680,AAP                 ,0144-1795    ,1365-2680    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,1,0,0
Journal of Avian Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-048X,JAV                 ,0908-8857    ,1600-048X    ,2,230,59,20,12,23,14,16,28,16,18,12,12,13,3,6,7,8,0,0,0,0,0,0,0,0,0,0,0
Journal of Basic Microbiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4028,JOBM                ,0233-111X    ,1521-4028    ,0,39,26,15,12,1,6,1,1,12,2,2,2,5,9,0,2,1,0,1,2,1,0,0,1,1,2,2,5
Journal of Behavioral Decision Making,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0771,BDM                 ,0894-3257    ,1099-0771    ,3,32,16,16,35,29,12,5,3,3,3,11,9,1,2,8,0,40,4,0,0,2,0,0,0,0,0,1,0
Journal of Biochemical Toxicology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7146,JBT                 ,0887-2082    ,1522-7146    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Journal of Biochemical and Microbiological Technology and Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-173X,BIT                 ,0368-1467    ,1547-173X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Journal of Biochemical and Molecular Toxicology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0461,JBT                 ,1095-6670    ,1099-0461    ,0,11,2,5,1,1,2,3,0,4,1,1,3,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Journal of Biogeography,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2699,JBI                 ,0305-0270    ,1365-2699    ,0,237,76,53,43,59,30,11,28,21,8,14,19,13,19,17,13,1,6,6,2,0,0,0,0,0,0,0,0
Journal of Biomedical Materials Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4636,JBM                 ,0021-9304    ,1097-4636    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,56,28,14,10,6,10,8,14,6,6,1,3,51
Journal of Biomedical Materials Research Part A,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4965,JBM                 ,1549-3296    ,1552-4965    ,1,195,127,53,56,58,74,94,53,74,66,60,34,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Biomedical Materials Research Part B: Applied Biomaterials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4981,JBM                 ,1552-4973    ,1552-4981    ,67,40,54,29,18,30,7,16,34,31,12,7,15,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Biophotonics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1864-0648,JBIO                ,1864-063X    ,1864-0648    ,9,47,15,8,13,13,12,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Bone and Mineral Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1523-4681,JBMR                ,0884-0431    ,1523-4681    ,0,311,187,187,114,115,93,106,63,35,69,60,67,40,93,70,79,68,53,33,35,19,17,22,7,21,11,5,9
Journal of Business Finance & Accounting,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-5957,JBFA                ,0306-686X    ,1468-5957    ,0,44,14,1,6,16,15,2,9,2,4,10,10,1,10,1,1,0,1,2,0,3,1,0,1,0,0,0,4
Journal of Business Logistics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2158-1592,JBL                 ,0735-3766    ,2158-1592    ,0,16,18,6,4,0,0,1,3,12,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Journal of Cachexia, Sarcopenia and Muscle",John Wiley and Sons,Wiley Online Library,10.1007/13539.2190-6009,JCSM                ,2190-5991    ,2190-6009    ,0,10,2,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Cardiac Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-8191,JOCS                ,0886-0440    ,1540-8191    ,0,66,22,15,17,6,5,17,8,10,4,10,12,5,2,0,0,0,1,0,2,0,1,3,2,2,0,0,39
Journal of Cardiovascular Electrophysiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-8167,JCE                 ,1045-3873    ,1540-8167    ,0,108,41,39,34,34,14,12,15,5,27,27,18,16,30,2,10,5,2,1,5,10,1,2,7,0,1,1,0
Journal of Cellular Biochemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4644,JCB                 ,0730-2312    ,1097-4644    ,0,129,109,40,62,63,45,96,60,80,64,80,50,65,42,24,12,3,1,4,12,5,6,7,11,4,5,4,17
Journal of Cellular Physiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4652,JCP                 ,0021-9541    ,1097-4652    ,4,187,102,82,71,73,63,53,66,56,81,77,63,38,19,26,14,11,11,11,4,9,6,8,6,3,6,7,95
Journal of Cellular and Comparative Physiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1553-0809,JCP                 ,0095-9898    ,1553-0809    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Journal of Cellular and Molecular Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1582-4934,JCMM                ,1582-1838    ,1582-4934    ,0,76,39,49,42,35,66,23,38,11,18,7,17,11,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Chemical Technology & Biotechnology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4660,JCTB                ,0268-2575    ,1097-4660    ,0,57,27,7,4,9,9,13,4,12,11,21,5,9,4,13,7,2,3,3,6,5,8,12,3,1,6,4,3
Journal of Chemical Technology and Biotechnology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-181X,JCTB                ,0142-0356    ,1935-181X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Journal of Chemical Technology and Biotechnology. Chemical Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-1836,JCTB                ,0264-3413    ,1935-1836    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Journal of Chemometrics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-128X,CEM                 ,0886-9383    ,1099-128X    ,0,28,2,2,0,3,10,0,5,2,0,5,3,2,8,2,6,0,1,1,2,0,0,0,0,0,0,0,0
Journal of Child Psychology and Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-7610,JCPP                ,0021-9630    ,1469-7610    ,4,176,72,96,59,20,34,35,18,32,27,46,23,35,21,26,5,7,6,4,34,6,9,3,4,11,7,3,44
Journal of Child and Adolescent Psychiatric Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-6171,JCAP                ,1073-6077    ,1744-6171    ,0,7,5,8,6,0,9,8,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Journal of Chinese Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6253,JOCP                ,0301-8121    ,1540-6253    ,0,0,0,28,12,17,5,8,32,16,29,39,22,25,30,29,24,24,0,2,1,0,0,0,0,0,0,0,0
Journal of Climatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0088a,JOC                 ,0196-1748    ,1097-0088    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Journal of Clinical Apheresis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-1101,JCA                 ,0733-2459    ,1098-1101    ,10,42,11,3,13,4,5,7,8,4,1,3,5,0,3,0,2,0,0,3,2,0,0,1,0,1,0,0,1
Journal of Clinical Laboratory Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2825,JCLA                ,0887-8013    ,1098-2825    ,3,18,5,4,5,1,8,9,3,2,1,2,3,1,1,4,0,0,1,0,0,0,3,0,0,0,0,0,0
Journal of Clinical Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2702,JOCN                ,0962-1067    ,1365-2702    ,5,116,58,36,43,51,41,34,19,33,12,20,30,11,5,7,4,2,11,0,3,1,1,0,3,0,0,0,0
Journal of Clinical Periodontology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-051X,JCPE                ,0303-6979    ,1600-051X    ,0,39,11,12,5,2,3,3,2,6,3,6,2,1,3,3,2,0,0,2,0,0,0,0,0,0,0,0,1
Journal of Clinical Pharmacy and Therapeutics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2710,JCPT                ,0269-4727    ,1365-2710    ,0,61,24,22,12,8,8,12,1,3,3,3,9,1,0,4,6,0,2,0,1,0,0,1,0,0,0,0,4
Journal of Clinical Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4679,JCLP                ,0021-9762    ,1097-4679    ,1,34,32,12,21,5,27,4,17,8,7,16,9,8,9,1,3,2,2,1,3,0,0,0,1,0,0,0,2
Journal of Clinical Ultrasound,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0096,JCU                 ,0091-2751    ,1097-0096    ,0,35,13,12,2,1,12,2,4,2,10,2,1,4,6,3,3,2,3,2,1,1,3,0,0,5,1,2,16
Journal of College Counseling,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2161-1882,JOCC                ,1099-0399    ,2161-1882    ,0,12,5,0,0,4,0,0,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Combinatorial Designs,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6610,JCD                 ,1063-8539    ,1520-6610    ,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Journal of Communication,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1460-2466,JCOM                ,0021-9916    ,1460-2466    ,0,127,115,96,65,89,123,60,43,56,155,115,19,22,41,26,34,30,54,7,6,4,11,7,85,27,6,6,172
Journal of Community & Applied Social Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1298,CASP                ,1052-9284    ,1099-1298    ,0,8,8,4,1,1,5,1,5,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Community Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6629,JCOP                ,0090-4392    ,1520-6629    ,0,27,18,5,10,7,2,6,3,2,25,4,7,3,3,4,1,2,2,0,2,2,0,0,0,0,0,0,0
Journal of Comparative Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9861,CNE                 ,0021-9967    ,1096-9861    ,3,299,61,64,59,38,59,59,55,120,70,51,126,88,68,24,29,86,32,19,16,19,25,41,26,27,24,39,332
Journal of Comparative Neurology and Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-7149,CNE                 ,0092-7015    ,1550-7149    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Journal of Computational Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-987X,JCC                 ,0192-8651    ,1096-987X    ,0,168,65,18,39,15,52,44,23,18,37,11,26,66,23,28,2,2,0,5,6,6,7,12,8,8,4,10,27
Journal of Computer Assisted Learning,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2729,JCAL                ,0266-4909    ,1365-2729    ,0,6,8,5,6,7,10,0,1,7,1,0,4,4,2,12,2,1,0,0,2,0,0,0,0,0,0,0,0
Journal of Computer-Mediated Communication,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1083-6101,JCC4                ,1083-6101    ,1083-6101    ,0,57,51,54,65,40,24,9,79,22,513,186,145,37,4,4,5,3,7,3,23,3,0,0,0,0,0,0,0
Journal of Consumer Affairs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-6606,JOCA                ,0022-0078    ,1745-6606    ,0,23,19,37,4,3,9,14,4,17,5,6,29,3,2,1,3,3,4,0,5,0,0,0,0,0,0,0,0
