Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16
Lasers in Surgery and Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9101,LSM,0196-8092,1096-9101,226,39,187,13,28,18,21,15,13,25,34,21,14,15,9
Latin American Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-7365, ,2041-7365,2041-7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin American Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-7373,LAMP,2041-7365,2041-7373,27,13,14,3,7,2,0,1,0,0,3,3,0,3,5
Latin American Politics and Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-2456,LAPS,1531-426X,1548-2456,91,19,72,0,11,1,2,14,5,15,12,11,4,9,7
Law & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9930,LAPO,0265-8240,1467-9930,58,17,41,3,7,3,5,4,1,5,4,6,6,10,4
Law & Social Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-4469,LSI,0897-6546,1747-4469,160,63,97,5,7,13,8,4,12,9,12,31,13,20,26
Law & Society Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5893,LASR,0023-9216,1540-5893,218,118,100,9,13,21,20,31,12,21,12,36,18,13,12
Leader to Leader,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-5355,LTL,1087-8149,1531-5355,18,3,15,0,0,1,0,5,1,0,0,5,4,2,0
Leadership in Action,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-1088,LIA,1093-6092,1532-1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learned Publishing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1741-4857,LEAP,0953-1513,1741-4857,55,20,35,2,0,0,1,11,3,2,3,6,8,0,19
Learning Disabilities Research & Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5826,LDRP,0938-8982,1540-5826,30,12,18,1,12,5,2,1,3,1,0,0,4,1,0
Learning Health Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2379-6146,LRH2,2379-6146,2379-6146,6,5,1,0,0,0,0,0,0,4,0,0,0,2,0
Learning in Health and Social Care,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1473-6861,LHS,1473-6853,1473-6861,5,4,1,0,0,2,0,0,0,3,0,0,0,0,0
Lebensmittelchemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3811,2090,0937-1478,1521-3811,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0
Legal and Criminological Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8333,LCRP,1355-3259,2044-8333,28,16,12,2,1,5,1,7,1,1,3,1,2,3,1
Legal Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-121X,LEST,0261-3875,1748-121X,28,8,20,4,0,4,0,0,2,1,3,1,10,3,0
Legislative Studies Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-9162,LSQ,0362-9805,1939-9162,54,26,28,1,4,5,4,2,3,2,2,7,9,10,5
Lethaia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1502-3931,LET,0024-1164,1502-3931,43,10,33,4,3,4,8,5,3,1,2,8,4,0,1
Letters in Applied Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1472-765X,LAM,0266-8254,1472-765X,604,224,380,40,35,59,49,48,40,38,61,66,83,54,31
Leviathan,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1750-1849,LEVI,1525-6995,1750-1849,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Liebigs Annalen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690a,2046,0947-3440,1099-0690,20,0,20,0,9,1,1,2,0,0,1,3,1,1,1
Liebigs Annalen der Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690b,2046,0170-2041,1099-0690,23,0,23,2,2,1,2,1,4,2,3,3,1,1,1
Limnology and Oceanography,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-5590,LNO,0024-3590,1939-5590,606,148,458,40,37,48,69,56,37,30,40,68,60,93,28
Limnology and Oceanography Bulletin,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1539-6088,LOB,1539-607X,1539-6088,22,15,7,3,4,0,0,0,2,0,7,0,4,1,1
Limnology and Oceanography e-Lectures,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2164-0254,LOE2,2164-0254,2164-0254,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Limnology and Oceanography Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2378-2242,LOL2,2378-2242,2378-2242,4,1,3,0,0,0,0,0,0,0,2,0,2,0,0
Limnology and Oceanography: Fluids and Environments,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2157-3689,LOF3,2157-3689,2157-3689,16,7,9,0,1,1,2,0,4,1,1,0,0,6,0
Limnology and Oceanography: Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1541-5856,LOM3,1541-5856,1541-5856,60,17,43,3,4,8,3,1,7,4,3,15,6,3,3
Lipid / Fett,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4133,2114,0931-5985,1521-4133,18,0,18,1,2,1,4,2,0,0,0,0,2,2,4
Lipid Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1863-5377,2472,0956-666X,1863-5377,57,20,37,1,0,1,8,16,1,3,8,8,4,4,3
Lipids,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1558-9307,LIPD,0024-4201,1558-9307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Literacy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-4369,LIT,1741-4350,1741-4369,7,5,2,0,0,0,1,0,1,0,0,2,3,0,0
Literature Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-4113,LIC3,1741-4113,1741-4113,234,123,111,12,15,8,31,26,12,5,13,31,42,22,17
Liver,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0676,LIV,0106-9543,1600-0676,21,1,20,0,4,3,3,0,0,1,1,2,0,4,3
Liver International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-3231,LIV,1478-3223,1478-3231,347,110,237,23,20,47,18,34,15,32,53,23,27,28,27
Liver Transplantation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1527-6473,LT,1527-6465,1527-6473,550,207,343,53,45,31,49,62,24,37,74,63,41,25,46
Liver Transplantation and Surgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1527-6473a,LT,1074-3022,1527-6473,17,0,17,0,0,3,1,1,2,0,1,4,2,1,2
Livestock,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-3870,LIS,1464-262X,2044-3870,16,2,14,5,2,2,3,0,0,1,0,1,2,0,0
London Business School Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2057-1615,BUSR,2057-1607,2057-1615,7,2,5,0,0,0,0,0,1,5,0,0,1,0,0
Lubrication Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-6833,LS,0954-0075,1557-6833,16,2,14,0,0,5,0,0,1,4,0,2,3,0,1
Luminescence,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7243,BIO,1522-7235,1522-7243,95,25,70,1,3,4,3,4,0,8,11,18,39,3,1
LUTS: Lower Urinary Tract Symptoms,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-5672,LUTS,1757-5664,1757-5672,9,0,9,0,0,0,1,2,0,0,1,0,3,0,2
Macromolecular Bioscience,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1616-5195,2127,1616-5187,1616-5195,585,277,308,18,37,31,20,22,9,53,74,112,90,64,55
Macromolecular Chemistry and Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3935,2261,1022-1352,1521-3935,713,224,489,26,59,56,63,52,71,74,68,69,66,54,55
Macromolecular Materials and Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1439-2054,2264,1438-7492,1439-2054,215,87,128,17,19,17,16,24,14,13,19,21,23,20,12
Macromolecular Rapid Communications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3927,2263,1022-1336,1521-3927,1132,465,667,45,89,84,131,119,109,67,106,130,106,73,73
Macromolecular Reaction Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-8338,2465,1862-832X,1862-8338,23,2,21,0,0,1,3,0,0,4,9,4,2,0,0
Macromolecular Symposia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3900,2265,1022-1360,1521-3900,276,24,252,19,15,13,26,17,12,22,30,42,38,20,22
Macromolecular Theory and Simulations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3919,2262,1022-1344,1521-3919,78,20,58,1,6,7,7,6,3,2,9,7,13,13,4
Magnetic Resonance in Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-458Xa,MRC,0749-1581,1097-458X,181,24,157,7,14,21,16,7,10,16,17,18,21,16,18
Magnetic Resonance in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2594,MRM,0740-3194,1522-2594,2726,936,1790,195,305,171,193,161,240,285,281,236,224,190,245
Makromolekulare Chemie. Macromolecular Symposia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3900a,2265,0258-0322,1521-3900,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Makromolekulare Chemie. Supplementband,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3900b,2265,0253-5904,1521-3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mammal Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2907,MAM,0305-1838,1365-2907,130,57,73,14,12,4,8,14,4,5,16,17,16,14,6
Management and Organization Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-8784,MORE,1740-8776,1740-8784,70,45,25,2,9,7,13,1,3,0,4,10,10,8,3
Management Report for Nonunion Organizations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1530-8286,MARE,0745-4880,1530-8286,4,2,2,0,1,0,1,0,0,0,0,0,0,0,2
Managerial and Decision Economics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1468,MDE,0143-6570,1099-1468,80,20,60,1,1,4,12,6,2,7,7,4,5,23,8
Mankind,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1835-9310,TAJA,0025-2328,1835-9310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine and Coastal Fisheries,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1942-5120,MCF2,1942-5120,1942-5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0485,MAEC,0173-9565,1439-0485,51,21,30,0,4,6,3,3,2,1,2,11,5,4,10
Marine Mammal Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-7692,MMS,0824-0469,1748-7692,362,122,240,38,42,34,14,12,25,31,30,33,41,26,36
Mass Spectrometry Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2787,MAS,0277-7037,1098-2787,213,100,113,15,17,17,15,20,6,11,19,34,32,6,21
Materials and Corrosion,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4176,2010,0947-5117,1521-4176,42,3,39,1,1,1,3,0,1,2,4,5,23,1,0
Materialwissenschaft und Werkstofftechnik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4052,2012,0933-5137,1521-4052,34,0,34,0,1,3,0,2,0,3,5,5,11,2,2
Maternal & Child Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-8709,MCN,1740-8695,1740-8709,990,420,570,31,54,100,85,86,95,85,145,79,76,81,73
Mathematical Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9965,MAFI,0960-1627,1467-9965,122,55,67,7,5,13,15,14,5,2,6,17,18,9,11
Mathematical Logic Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3870,2256,0942-5616,1521-3870,17,1,16,0,2,1,1,0,1,2,1,4,3,1,1
Mathematical Methods in the Applied Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1476,MMA,0170-4214,1099-1476,107,6,101,4,2,2,2,1,3,15,21,25,21,9,2
Mathematische Nachrichten,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2616,2239,0025-584X,1522-2616,57,2,55,1,2,3,1,3,1,4,10,15,8,5,4
Mauerwerk,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1437-1022,2116,1432-3427,1437-1022,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0
Mechanics of Cohesive-frictional Materials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1484,CFM,1082-5010,1099-1484,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Mediation Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-7544,CRQ,0739-4098,1932-7544,4,0,4,0,0,0,0,0,0,0,1,1,0,2,0
Medical and Pediatric Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-911X,MPO,0098-1532,1096-911X,40,0,40,2,2,4,4,5,5,3,5,8,1,1,0
Medical and Veterinary Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2915,MVE,0269-283X,1365-2915,163,80,83,4,7,29,11,10,24,12,9,11,18,13,15
Medical Anthropology Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-6219,MAQ,0543-2499,1937-6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medical Anthropology Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1387,MAQ,0745-5194,1548-1387,303,99,204,5,26,34,59,51,3,9,14,11,47,25,19
MEDICAL DEVICES & SENSORS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-802X,MDS3,2573-802X,2573-802X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medical Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2923,MEDU,0308-0110,1365-2923,987,411,576,116,87,73,58,69,71,65,96,68,122,88,74
Medical Mycology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-280X,MMY,1369-3786,1365-280X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medical Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2473-4209,MP,0094-2405,2473-4209,17,10,7,0,0,0,0,0,0,0,0,0,0,0,17
Medicinal Research Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-1128,MED,0198-6325,1098-1128,188,48,140,16,13,23,21,12,13,19,19,17,15,10,10
Medicinskt Archiv,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)0954-6820b,JOIM,0369-4879,0954-6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Handicap Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-3148a,JAR,0952-9608,1468-3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Health Weekly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7583,MHW,1058-1103,1556-7583,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0
Mental Retardation and Developmental Disabilities Research Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2779,MRDD,1080-4013,1098-2779,12,0,12,0,1,2,3,0,0,2,0,0,1,1,2
Mergent's Dividend Achievers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-2839,DIV,1547-8335,1548-2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mershon International Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2486a,MISR,1079-1760,1468-2486,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Metaphilosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9973,META,0026-1068,1467-9973,36,8,28,3,0,2,3,0,4,3,3,3,4,6,5
Meteoritics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1945-5100a,MAPS,0026-1114,1945-5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meteoritics & Planetary Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1945-5100,MAPS,1086-9379,1945-5100,113,46,67,4,5,5,5,11,8,9,14,29,11,8,4
Meteorological Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1469-8080,MET,1350-4827,1469-8080,62,13,49,3,5,4,7,8,4,9,7,5,6,3,1
Methods in Ecology and Evolution,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-210X,MEE3,2041-210X,2041-210X,1332,643,689,78,87,103,85,89,101,89,120,154,189,137,100
Metroeconomica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-999X,MECA,0026-1386,1467-999X,17,4,13,1,0,1,2,0,0,1,1,7,2,2,0
Microbial Biotechnology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7915,MBT2,1751-7915,1751-7915,254,154,100,9,27,14,21,22,16,17,35,19,34,18,22
Microbiology and Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1348-0421,MIM,0385-5600,1348-0421,311,89,222,16,16,7,16,13,18,24,30,47,45,45,34
MicrobiologyOpen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2045-8827,MBO3,2045-8827,2045-8827,320,167,153,44,37,39,24,29,29,31,15,13,21,21,17
Microcirculation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1549-8719,MICC,1073-9688,1549-8719,178,69,109,20,12,12,17,5,20,13,6,16,37,10,10
Microscopy Research and Technique,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0029,JEMT,1059-910X,1097-0029,315,38,277,25,32,17,21,38,20,37,35,23,33,24,10
Microsurgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2752,MICR,0738-1085,1098-2752,131,23,108,14,17,21,6,5,6,10,9,12,11,13,7
Microwave and Optical Technology Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2760,MOP,0895-2477,1098-2760,209,21,188,3,1,13,10,10,9,32,46,40,33,4,8
Middle East Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4967,MEPO,1061-1924,1475-4967,364,56,308,0,5,270,9,17,4,4,1,8,29,12,5
Midwest Studies In Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4975,MISP,0363-6550,1475-4975,68,21,47,4,2,2,22,1,2,6,4,3,10,9,3
Migracion,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2435b,IMIG,1024-7890,1468-2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2435a,IMIG,0540-0074,1468-2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1094-348X,MILT,0026-4326,1094-348X,18,6,12,2,1,3,1,0,0,0,4,0,5,2,0
Mind & Language,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0017,MILA,0268-1064,1468-0017,56,10,46,2,3,6,7,3,6,6,10,6,1,3,3
"Mind, Brain, and Education",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-228X,MBE,1751-2271,1751-228X,73,35,38,2,5,4,6,2,4,4,11,24,5,4,2
Mining Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2195-8378,2299,2195-6529,2195-8378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitteilungen aus dem Museum fÃ¼r Naturkunde in Berlin. Zoologisches Museum und Institut fÃ¼r Spezielle Zoologie (Berlin),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1860-0743,2240,0373-8493,1860-0743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitteilungen der Deutschen Entomologischen Gesellschaft,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1860-1324b,2224,0012-0065,1860-1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Theology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0025,MOTH,0266-7177,1468-0025,35,15,20,0,0,1,1,2,2,15,2,5,4,3,0
Molecular Carcinogenesis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2744,MC,0899-1987,1098-2744,376,173,203,21,25,31,39,43,51,32,21,38,33,20,22
Molecular Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-294X,MEC,0962-1083,1365-294X,5275,2912,2363,436,523,494,518,374,291,334,402,478,622,472,331
Molecular Ecology Notes,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-8286,MEN,1471-8278,1471-8286,134,68,66,9,14,10,9,7,7,24,5,16,8,16,9
Molecular Ecology Resources,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-0998,MEN,1755-098X,1755-0998,979,447,532,57,80,96,79,74,68,68,86,98,114,106,53
Molecular Genetics & Genomic Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2324-9269,MGG3,2324-9269,2324-9269,33,15,18,2,4,1,2,3,3,1,11,2,1,2,1
Molecular Informatics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1868-1751,2022,1868-1743,1868-1751,56,11,45,0,2,3,0,0,2,4,8,6,13,17,1
Molecular Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2958,MMI,0950-382X,1365-2958,4734,2553,2181,324,457,434,424,471,435,385,323,393,380,439,269
Molecular Nutrition & Food Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1613-4133,2216,1613-4125,1613-4133,838,266,572,62,67,71,80,60,77,94,73,79,61,70,44
Molecular Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1878-0261,MOL2,1574-7891,1878-0261,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2
Molecular Oral Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-1014,OMI,2041-1006,2041-1014,32,11,21,3,4,3,4,2,1,0,5,0,3,2,5
Molecular Plant Pathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1364-3703,MPP,1464-6722,1364-3703,1484,655,829,98,122,128,121,85,143,112,163,175,109,127,101
Molecular Reproduction and Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2795,MRD,1040-452X,1098-2795,514,117,397,49,38,38,56,78,48,41,36,52,27,25,26
Molecular Systems Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1744-4292,E705,1744-4292,1744-4292,79,43,36,5,5,7,11,8,6,0,11,4,13,6,3
Monographs of the Society for Research in Child Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5834,MONO,0037-976X,1540-5834,85,43,42,10,10,1,1,0,14,0,2,16,20,9,2
Monthly Notices of the Royal Astronomical Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2966,MNR,0035-8711,1365-2966,32,16,16,2,0,2,2,4,0,3,2,7,3,3,4
Monthly Notices of the Royal Astronomical Society: Letters,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-3933,MNL2,1745-3925,1745-3933,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mount Sinai Journal of Medicine: A Journal of Translational and Personalized Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-7581,MSJ,0027-2507,1931-7581,88,31,57,10,6,7,1,18,7,5,5,11,6,3,9
Movement Disorders,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-8257,MDS,0885-3185,1531-8257,835,329,506,42,63,97,49,70,62,80,87,78,88,49,70
Movement Disorders Clinical Practice,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-1619,MDC3,2330-1619,2330-1619,42,9,33,0,0,4,0,3,1,5,9,7,8,4,1
Muscle & Nerve,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4598,MUS,0148-639X,1097-4598,648,175,473,38,59,64,51,60,46,62,70,52,48,58,40
Musculoskeletal Care,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-0681,MSC,1478-2189,1557-0681,12,1,11,0,0,0,0,0,0,4,2,3,3,0,0
Museum Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1379,MUAN,0892-8339,1548-1379,72,20,52,6,0,13,7,8,3,2,3,4,7,10,9
Museum International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0033,MUSE,1350-0775,1468-0033,18,4,14,0,0,3,5,0,0,0,0,3,7,0,0
Museum International (Edition Francaise),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-5825,MUSF,1020-2226,1755-5825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2249,MUSA,0262-5245,1468-2249,26,6,20,5,4,1,2,3,0,0,0,3,3,5,0
Mycoses,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0507,MYC,0933-7407,1439-0507,265,99,166,23,37,21,23,5,13,14,41,6,22,30,30
MÃ¶bius: A Journal for Continuing Education Professionals in Health Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-558Xa,CHP,0272-3425,1554-558X,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Nachrichten aus Chemie und Technik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1868-0054a,2003,0027-738X,1868-0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nachrichten aus Chemie, Technik und Laboratorium",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1868-0054b,2003,0341-5163,1868-0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
